url,target
http://www.hodgepodgetheatre.org/,0
http://www.industrynightinsider.com/wp-includes/js/,1
http://www.webonixs.com/jshare/images/icons/Index.html,1
http://meyleme.com/media/cms/seo/,1
http://www.aspirationeg.com/advertising/Document-Shared643/doc/,1
http://paypal.kunden00x13009xkonten-verifikations.com/366722/de/konflict/9819898331118/kenntnis/nachweis/anmelden.php,1
http://www.quailcap.com/,0
http://carsfor1500.com/mu.php,1
http://www.tfponline.com/,0
http://www.saleseekr.com/alibaba.htm,1
http://www.rockradioscrapbook.ca/,0
http://www.linkshit.com/,0
http://counseling-the-creative.com/,0
http://www.iovino.com/,0
http://axpmcla.tripod.com/main.html,0
http://confirm-pages.com/TAIWAN/barabere1.php,1
http://carideoconcepts.com/www/dropbox%20(2)/dropbox/db/box/,1
http://info-support-il.clan.su/confirm-page.html,1
http://www.paradigmsolutions.com/,0
http://www.brucker.ch/projects/hol-ocl/,0
http://www.curvaplay.com/DD/db/,1
http://www.hkguohui.com/js/?http://us.battle.net/login/en/?ref=http://bwzqzwuus.battle.net/d3/en/index,1
http://dpp.the4orce.net/index.php,1
http://www.buyasign.ca/,0
http://www.showerbaskets.com/,0
http://www.dr-marvatnour.com/assets/plugins/bootstrap-switch/main2.html,1
http://karejones.com/Doc/,1
http://glass-professional.com/images/temp/lbo.htm,1
http://magnumtubes.com/index.html,1
http://ifr65.fr/annuaire/tmp/images/ba/login6.php,1
http://ethnophonie.ro/logos/Google%20Doc%20index/view/,1
https://bitly.com/a/warning?hash=1WT7pjU&amp,1
http://dittotransport.com/wp-includes/bretmrae/garyspeed/,1
http://charithcosmetic.com/bani.htm,1
http://god.oilandgaspages.com/uploads/,1
http://www.espintechnologies.com/,0
http://www.idee.demon.nl/,0
http://www.noeticart.com/,0
http://fisonbuild.com/wp-includes/images/smilies/auto/DHL/,1
http://www.londonsburning.org/,0
http://wolebeckley.com/Scripts/Data/,1
http://www.pickeringchb.com/,0
http://www.buddwriter.org/board/db/,1
http://edu.kde.org/,0
http://niemiecki-tarnow.net/uploads/well.htm,1
http://aheadmediagh.com/css/s/,1
http://www.mobilier-bureau-destockage.com/themes/prestashop/config/sia/domain/domain/,1
http://secure-redirect.de/294383,1
http://91.223.89.28/,1
http://geze-gen.com/morganstanley/,1
http://yulubiji.net/images/www.mvalid.com/login=5161ee672607f9e18ebe6e09099f361d/login.php,1
http://www.wkhx.com/,0
http://www.gallerykekko.com/,0
http://www.howeart.net/,0
http://www.globalvisionstrategies.com,0
http://www.jewettstreet.com/,0
http://www.afusa.org/,0
http://www.audiovideonow.com/,0
http://www.slashnet.org/,0
http://asatechmanaus.com.br/aol/1/A0l101.html,1
http://www.ctdiocese.org,0
http://klingstone.com/wp-includes/certificates/pyk/wellsfargo/verify.php,1
http://www.bon-zoiz.nl/_sgg/f10000.htm,0
http://trustedupdates.net/public/img/images/fst.php,1
http://mtexpressbd.net/images/download/DROPp/File/rename/file/index.php,1
http://googlegroups.com/a/googlegroups.com/group/antiburocracia-de-madrid/attach/5ed5d019a6363180/docfile.htm?part=0.1&amp,1
http://www.theicebox.com/,0
http://www.maineguides.org,0
http://www.hebergement-discounter.com/gestion/getproductrequest.htm,1
http://weryfikacja-centrum24.top/?email=abuse@asd.pl,1
http://gblocker.info/direct/aHR0cHM6Ly9tb2JpbGUuZmFjZWJvb2suY29tL25vdGlmaWNhdGlvbnMucGhwP3JlZl9jb21wb25lbnQ9bWJhc2ljX2hvbWVfaGVhZGVyJnJlZl9wYWdlPSUyRndhcCUyRmhvbWUucGhwJnJlZmlkPTc-/,1
https://ecommerce.instituteforsupplymanagement.org/SSO/fpr.aspx?p=2bd50aac-3514-4e06-bb8e-8b105af84faf&amp,1
http://www.threechords.com/hammerhead/,0
http://www.digitgo.com/,0
http://infpmadagascar.net/components/com_weblinks/popular/popular/Paginas/Popular-V1RJNWRWcFhUakJoVnpsMVpESldhVV1RJNWRW/continuarrr.html,1
http://www.akibaweb.org,0
